label,text
Varicose Veins,long durations standing walking caused severe discomfort legs its burning ache gets worse longer im feet
Varicose Veins,my legs skin around veins unusual there appears large bruise nowadays i get frequent cramps i sprint run
Varicose Veins,i experiencing many cramps last couple days i think something right i believe small bruise calves i sure
Varicose Veins,the veins calves protruding quite unusually i worried also i overweight i believe reason behind
Typhoid,i constipation belly pain really uncomfortable the belly pain getting worse starting affect daily life moreover i get chills every night followed mild fever
Typhoid,ive also diarrhea really unpleasant its coming going accompanied abdominal cramps bloating
Typhoid,i experiencing chills fever along severe abdominal pain ive feeling really miserable overall i cant seem shake symptoms
Typhoid,ive lot trouble keeping hydrated vomiting diarrhea there mild fever along constipation headache
Typhoid,ive lost lot weight past week i havent able eat much due nausea vomiting this followed mild fever headache belly pain im really concerned health
Typhoid,the fatigue really uncomfortable ive lot difficulties usual activities ive also feeling really depressed irritable there mild pain abdominal part
Typhoid,ive persistent headache past week getting worse its accompanied belly aches constipation diarrhea
Typhoid,ive experiencing high fever especially night its really uncomfortable there mild headache along constipation diarrhea
Typhoid,ive lot difficulty breathing i feel like im constantly nauseous i also mild belly pain its terrifying times
Typhoid,diarrhea really watery foulsmelling accompanied abdominal pain i feel like vomiting time
Typhoid,ive lot trouble sleeping high fever headache chills i wake every day terrible pain belly area
Typhoid,ive also experiencing diarrhea constipation really worrying it feels like sharp stabbing pain belly area i feel tired time
Typhoid,i constipation belly pain really uncomfortable the pain getting worse really affecting daily life
Typhoid,i experiencing lot belly pain constipation really annoying sometimes i feel strong urge vomit i feeling weak
Typhoid,the abdominal pain coming going really unpleasant its accompanied constipation vomiting i feel really concerned health
Typhoid,i experiencing lot bloating constipation really uncomfortable it feels like theres lot pressure pain belly area
Typhoid,i experiencing extreme belly pain constipation every night i severe fever along chills headaches the last couple days really uncomfortable
Typhoid,ive feeling exhausted weak i cant seem get rid because vomiting nausea ive entirely lost appetite my belly pains causing concern
Typhoid,i experiencing constipation stomach ache really difficult the discomfort gotten worse seriously interfering everyday life
Typhoid,because vomiting diarrhea ive lot difficulties staying hydrated i high fever well constipation headache
Typhoid,the abdominal pain frequent really painful constipation vomiting also occurred im quite worried health
Typhoid,im severe stomach pain constipation every night i get headache chills the last days really painful
Typhoid,there distinct pain abdominal part i sure i also going constant vomiting feel nauseous
Typhoid,the diarrhea quite fluid smelly accompanied severe abdominal pain headache most time i feel like vomiting
Typhoid,i fever last couple days now i starting experience severe pain stomach area suffering constipation
Typhoid,i experiencing lot nausea vomiting quite difficult eat anything ive entirely lost appetite result i become quite weak
Typhoid,i lot trouble sleeping high fever headache moreover i constant belly pain i cant go work
Typhoid,i feeling really fatigued weak i cant seem get rid i mild fever strange pain abdominal area i cant understand happening
Typhoid,ive suffering constipation stomach discomfort really uncomfortable last night i mild fever
Typhoid,ive also suffering diarrhea really uncomfortable it comes goes accompanied stomach aches vomiting
Typhoid,ive experiencing chills fever extreme stomach discomfort ive generally unhappy i cant seem get rid symptoms
Typhoid,because vomiting diarrhea ive lot difficulties staying hydrated there mild fever well stomach pain
Typhoid,i developed diarrhea it accompanied severe pain belly area i dont feel like eating anything time i mild headache
Typhoid,ive lot bloating constipation really painful there lot pressure pain stomach area i get high fever chills every night
Typhoid,ive persistent stomach pain past week healing even medication i feel like vomiting cant eat anything i become extremely weak
Typhoid,i severe stomach discomfort diarrhoea i high fever along headache the previous several days really unpleasant
Typhoid,i terrible pain abdominal part ive feeling really nauseated im also experiencing mild fever i really worried
Typhoid,i experiencing constipation stomach ache the discomfort gotten worse seriously interfering everyday life i feel like i lost appetite eat anything
Typhoid,most time i feel fatigued i dont want eat anything i get high fever chills every night moreover i vomiting since yesterday
Typhoid,i lost appetite noticed significant weight loss i abdominal pain especially area stomach intestines i concerned health
Typhoid,the stomach discomfort severe frequent vomiting constipation also happened im concerned health
Typhoid,i experiencing diarrhea loose watery stools several times day i lost appetite feel nauseated time i starting get mild fever
Typhoid,i feeling quite weak im lot stomach discomfort constipation really bothering i strong urge vomit times result i cant eat anything
Typhoid,there strange pain stomach area i dont know reason behind moreover i starting get mild fever along chills headaches
Typhoid,ive high fever particularly night its quite unpleasant there little headache well constipation diarrhea i dont feel like eating anything
Typhoid,ive lot trouble staying hydrated vomiting diarrhea i high fever constipation headache i also starting get strange pain stomach area i cant anything physical
Typhoid,i getting headache past week growing worse it accompanied stomach pains constipation diarrhea i dont know happening i really worried
Typhoid,ive lost lot weight last week i couldnt eat much due nausea vomiting this followed high fever headache stomach pain
Typhoid,i diarrhea constipation quite concerning in stomach severe painful ache im constantly exhausted dont feel like eating anything
Typhoid,ive diarrhoea loose watery stools many times day ive lost appetite always sick im also developing mild fever also abdominal part pains lot i dont know reason behind
Chicken pox,ive experiencing intense itching skin driving crazy i also rash thats red inflamed
Chicken pox,im feeling fatigued energy i barely keep eyes open day ive feeling lethargic unable motivate
Chicken pox,ive high fever past days i dont know whats causing also i noticed rashes skin hard resist scratching
Chicken pox,ive lost appetite cant seem eat anything im worried health
Chicken pox,there small red spots body i cant explain its worrying i feel extremely tired experience mild fever every night
Chicken pox,my lymph nodes swollen causing discomfort neck armpits i dont know whats causing
Chicken pox,im feeling really sick uncomfortable like something wrong inside i dont know could i noticed small red spots arms itches i touch
Chicken pox,the itching making hard sleep night i cant get rest i also lost appetite feel lethargic
Chicken pox,im worried rash skin its spreading rapidly causing lot discomforts i hardly sleep night itching
Chicken pox,i energy lost appetite im feeling really sick dont know whats wrong
Chicken pox,i skin rash thats red inflamed spreading body ive experiencing intense itching especially arms legs
Chicken pox,ive high fever past days starting worry i dont know whats causing also i red spots arms legs swollen
Chicken pox,i skin rash thats red swollen spreading body i mild fever causing lot discomforts
Chicken pox,im feeling fatigued energy i barely keep eyes open day ive feeling lethargic unable motivate
Chicken pox,there small red spots body i cant explain the bumps itchy uncomfortable seem spread rapidly its worrying
Chicken pox,the itching making hard sleep night i cant seem get rest rash itchy uncomfortable im feeling really tired exhausted
Chicken pox,i energy lost appetite i high fever severe headache dont know whats wrong
Chicken pox,the high fever swollen lymph nodes causing much discomfort i headache feel weak fatigued its hard concentrate fever
Chicken pox,the rash skin causing lot discomforts its red inflamed spreading body the rash accompanied intense itching especially arms legs
Chicken pox,there red spots body i cant explain the spots itchy starting swell spreading rapidly
Chicken pox,i small lymph nodes arms face the itching making day uncomfortable
Chicken pox,i energy lost appetite im feeling really sick dont know whats wrong also small red spots starting show skin
Chicken pox,ive mild fever past days starting worry the fever accompanied severe headache i feel weak lethargic
Chicken pox,i swollen lymph nodes red spots body causing discomfort i also mild fever feel tired time
Chicken pox,ive suffering severe itching body driving insane i also red irritating rash
Chicken pox,i seen rashes skin difficult scratch also ive high fever several days im sure whats causing
Chicken pox,i little red spots body i dont understand it worries i lost appetite every night i exhausted severe headache
Chicken pox,im feeling really sick lost appetite ive seen little red patches arms neck face itch i touch
Chicken pox,i red spots arms legs itching makes difficult sleep night i also severe headaches mild fever
Chicken pox,enlarged lymph nodes giving great deal pain i rashes body i sleep night
Chicken pox,my skin rash giving lot pain discomfort its red swollen spreading throughout body
Chicken pox,i high fever mild headache im tired time completely lost appetite
Chicken pox,my arms face small lymph nodes starting swell my day made really miserable constant itching pain
Chicken pox,my arms neck large lymph nodes itch i touch the itching made day extremely uncomfortable
Chicken pox,my skin rash causing great deal pain there also small red spots developing near neck since yesterday i severe fever headache fatigue
Chicken pox,i starting develop tiny red spots face neck area itches i touch the itching making day uncomfortable
Chicken pox,i lost appetite completely cant seem eat anything i feel like vomiting feel exhausted i noticed rashes skin really concerning
Chicken pox,i high fever severe headache i cant seem eat anything feel like vomiting there also red spots developing arms i really worried
Chicken pox,im worried red spots skin its spreading rapidly causing lot problems i also developed mild fever headache every night
Chicken pox,im feeling really nauseous uneasy im sure might ive seen rashes arms legs i lost appetite feel exhausted every day
Chicken pox,i swollen red lymph nodes arms legs itch i touch im also suffering terrible headache mild fever i dont feel like eating anything lost appetite
Chicken pox,im really exhausted lacking energy i hardly keep eyes open day i mild fever dont feel like eating anything i think i lost appetite
Chicken pox,i exhausted lost appetite i feel vomiting cant eat anything in addition little red spots beginning appear skin near neck i really worried health
Chicken pox,there small red spots body the spots itchy uncomfortable i also mild fever headache
Chicken pox,ive suffering severe itching body along fever headache the red spots starting swell getting really uncomfortable every day
Chicken pox,i feel tired every day there red spots arms back itches i touch i really worried sure
Chicken pox,the high fever swollen lymph nodes headache causing lot trouble i dont feel like eating anything feel weak fatigued its hard concentrate daily life
Chicken pox,i high fever red spots rashes body i feel exhausted completely lost appetite made weak lethargic i really worried
Chicken pox,i seen rashes arms neck itches i scratch ive also high fever days i idea causing the itching causing lot discomforts
Chicken pox,there red swollen spots body it itches i touch moreover i also high fever headache always feel exhausted
Impetigo,i developed skin rash face neck the rash made red sores blistering i worried health
Impetigo,i developed skin rashes made blistering sores the blistering sores raised fluidfilled lesions painful touch i also suffering high fever
Impetigo,i high fever there red sores developing near nose the sores painful yellow rustcolored ooze coming
Impetigo,there rashes around nose large red sores i noticed rash spreading parts body also i high fever every night
Impetigo,i suffering high fever last couple days sores developing near nose the sores painful i feeling uncomfortable days
Impetigo,my skin developed rashes mainly near nose the rash spreading parts body i really worried
Impetigo,i experiencing extreme fatigue high fever there rashes near nose mouth the rash itchy makes difficult sleep
Impetigo,i suffering extreme fever weakness i developed sores face the sores itchy uncomfortable often yellow colored ooze comes sores
Impetigo,i noticed sores taking longer heal prone infection the sores face swollen tender touch uncomfortable handle
Impetigo,there red sores face near nose i noticed rash spreading quickly neck chest
Impetigo,the sores around nose become crusted difficult touch a yellowrust coloured ooze used come sores it taking much time handle
Impetigo,i developed minor rash near nose days ago now rash accompanied burning sensation redness skin i feel kind infection
Impetigo,initially i developed small red sores near nose neck now i high fever sores become painful inflamed past days
Impetigo,i noticed skin rash face it made blistering sore today i observed yellow colored fluid coming sores i sure
Impetigo,the sores face beginning weep clear fluid also every night i get high fever chills i sleep night
Impetigo,i initially rashes face near nose but rash spreading arms legs
Impetigo,i high fever every night developed sores face particularly near nose i noticed sores taking longer heal prone infection
Impetigo,the sores around nose surrounded red inflamed skin the rash caused skin become dry flaky visible yellow colored fluid coming sores
Impetigo,i also experiencing flulike symptoms fever body pain i noticed red rashes blistering sores near nose lips its itchy uncomfortable
Impetigo,i suffering mild fever headache there small sores near nose rashes neck i going tough time right
Impetigo,there rash particularly bad around nose large red sores painful yellow rustcolored ooze coming
Impetigo,there sores face mostly near nose lips the sores causing discomfort pain discharge yellow rustcolored fluid
Impetigo,i developing sores face nose area i sure causing the sores face swollen tender touch i burning sensation redness skin
Impetigo,the rash face become painful inflamed past days sores beginning weep clear fluid it getting extremely painful day
Impetigo,i rashes face i starting small sores around nose often yellow fluid comes sores the sores becoming extremely painful
Impetigo,i feeling really sick i high fever headache i noticed rashes arms face i extremely worried today i observed red sores near nose
Impetigo,ive suffering high fever past days sores forming around nose rashes different parts body the sores severe im feeling really uneasy days
Impetigo,i high fever really weak my face gotten sores the blisters itchy painful a yellow ooze frequently leaks wounds
Impetigo,i experiencing skin rashes burning sores the blistering sores fluidfilled elevated red colored lesions unpleasant touch i also high fever
Impetigo,i believe i skin disease there rashes face small sores near nose the sores become red painful kind yellow ooze discharges
Impetigo,i noticed sores face healing slowly likely become infected my cheek sores large painful touch extremely difficult handle i cant seem get rid sores
Impetigo,i high fever ive skin rash face neck arms the rash made burning red lesions im concerned health
Impetigo,ive acquired skin rashes blistering sores the blistering sores fluidfilled elevated lesions unpleasant touch im also running high fever
Impetigo,im running high temperature near nose red sores forming the lesions painful yellow rustcolored fluid oozing
Impetigo,i rashes around nose well huge red sores the rash spreading places body ive seen in addition i high temperature every night
Impetigo,my cheeks nose covered red sores ive observed rash neck chest spreading faster i also developing mild fever
Impetigo,my nasal sores crusted become difficult touch the wounds used leak yellowrust coloured fluid it taking lot longer deal using medication
Impetigo,a days ago i experienced tiny rash around nose the rash accompanied burning feeling skin redness discharge fluid i believe sort infection
Impetigo,small red sores appeared near nose neck first i high temperature sores gotten painful inflamed recent days
Impetigo,a rash developed around nose lips huge red lesions painful emit yellow rustcolored fluid
Impetigo,my face covered sores most near nose lips the lesions causing discomfort suffering yellow rustcolored fluid oozing
Impetigo,ive started getting sores face nose i idea causing my cheek sores large irritating touch i burning feeling skin redness
Impetigo,over last two days rash face gotten severe inflamed blisters begun bleed clear pus it really painful deal
Impetigo,i feel i skin condition my face rashes little blisters around nose the wounds turned red painful yellow liquid oozing
Impetigo,ive observed lesions face healing slower prone infection the lesions cheeks huge unpleasant touch incredibly difficult treat i cant seem get sores go away
Impetigo,im running high temperature ive developed rash face neck arms the rash consists painful red lesions my health concern
Impetigo,over last week rash face gotten severe painful sores begun discharge yellow colored fluid its becoming increasingly painful day
Impetigo,ive rashes face im developing little sores around nose yellow ooze frequently oozing the lesions become even painful
Impetigo,im feeling quite ill i high fever headache rashes appeared arms face im quite concerned i saw red sores around nose lips today
Impetigo,the rashes face healing i tried medications helping much recently i noticed small sores near nose they painful difficult handle
Dengue,i facing severe joint pain vomitting i developed skin rash covers entire body accompanied intense itching
Dengue,i experiencing chills shivering despite warm environment my back pains time red spots arms
Dengue,i experiencing severe joint pain makes difficult move perform daily activities also i lost apetite i feel weak
Dengue,i vomiting frequently lost appetite result my joints back pain time
Dengue,i high fever accompanied severe headache body pain i experince chills every night there distinct pain behind eyes
Dengue,i feeling extremely tired fatigued i energy anything i developed rashes neck itch upon touching
Dengue,i experiencing severe headache accompanied pain behind eyes i lost apetite experience chills every night
Dengue,i feeling nauseous constant urge vomit there strong pain behind eyes small red spots arms
Dengue,i developed red spots body itchy inflamed i also experiencing high fever along chills shivering
Dengue,i experiencing muscle pain makes difficult move around i lost apetite feel vomiting my legs back pain lot
Dengue,i experiencing back pain worse i sit stand long time also rashes body there pain behind eyes
Dengue,the skin rash i developed accompanied redness swelling i ’ feel well i severe fever accompanied body pain
Dengue,the chills shivering i experiencing accompanied feeling coldness high fever i also developed rashes arms red spots neck
Dengue,the joint pain i experiencing severe feels like constant ache my head aches time i starting develope mild fever accompanied chills
Dengue,the vomiting i experiencing accompanied stomach cramps dizziness i lost apetite feel weak result there pain behind eyes
Dengue,the high fever i experiencing accompanied sweating weakness my muscles pain result i work day
Dengue,the fatigue i feeling extreme makes difficult perform even basic tasks i feel vomitting developed rashes arms neck legs
Dengue,the headache i experiencing severe accompanied feeling pressure head i mild fever along headache there small red spots back
Dengue,the nausea i feeling accompanied loss appetite feeling unease there distinct pain back muscles pain
Dengue,the muscle pain i experiencing severe feels like constant ache there red spots body itching causing lot discomfort
Dengue,i developed skin rash covers entire body accompanied intense itching my body pains i mild fever acompanied headache chills
Dengue,im experiencing extreme body pain headache vomiting ive developed red spots covers entire body causes severe itching
Dengue,my back hurts time arms neck rashes the back eyes pain lot i also fever making worried health
Dengue,ive suffering significant joint pain makes difficult walk carry everyday tasks ive also lost appetite makes feel weak feel like vomitting
Dengue,there constant behind eyes i developed red spots neck face rashes arms my arms legs pain lot the spots itchy uncomfortable worrying
Dengue,ive feeling sick feel strong need vomit there sharp ache behind eyes swollen red dots back
Dengue,my shivers shivering accompanied sensation coldness high fever rashes arms red patches neck also appeared
Dengue,i suffering severe joint ache i feel vomiting time i developing moderate fever chills the fever doesnt seem come even medication
Dengue,the vomiting ive followed stomach pains dizziness ive lost appetite result feel weak my arms back neck pain time
Dengue,i developed red spots arms legs itchy inflamed i feeling nauseaus constant urge vomit this accomapanied mild fever
Dengue,i developed skin rash covers entire body the rash red swollen worse certain areas arms legs i also lost appetite
Dengue,i experiencing chills shivering there strong pain back also behind eyes i also noticed small red spots back neck
Dengue,i experiencing severe joint pain making day difficult i feel like vomiting time mild headache
Dengue,i vomiting frequently lost appetite result there rashes skin eyes pain i sleep properly
Dengue,i high fever along severe headache the fever accompanied extreme body pain chills i worried health ’ know
Dengue,i feeling extremely tired fatigued i energy anything the fatigue severe i struggle get bed i noticed small red spots arms legs
Dengue,i experiencing severe headache accompanied pain behind eyes i feel tired fatigued i work day i worried health
Dengue,i feeling nauseous constant urge vomit accompanied mild fever headache
Dengue,i developed rashes body itchy i lost appetite feel tired day i feel something wrong body
Dengue,i experiencing muscle pain headache the muscle pain feels like constant ache worse i try use affected muscles there small red spots developing face neck arms
Dengue,my back hurts i rashes arms armpits the back eyeballs hurt lot i also mild fever making us concerned health
Dengue,i experiencing high fever chills every night it really concerning moreover i ’ feel like eating anything back arms legs pain lot there strange pain behing eyes i ’ physical activities
Dengue,as result regular vomiting ive lost appetite my muscles joints back constantly hurt i starting fever i really worried sure
Dengue,i experiencing severe fever accompanied pain behind eyes headache i feel tired exhasuted i work
Dengue,my whole body paining lot i ’ feel like eating anything i mild fever get chills every night also red spots developing back neck
Dengue,my joints back pain everyday i feel like vomitting made weak because body pain i able focus work ’ feel like anything
Dengue,the body pain i feeling extreme i lost appetite developed rashes arms face the back eyes pain lot
Dengue,i developed rashes body i also experiencing high fever along chills headache my joints back hurt strange pain back eyes
Dengue,i feeling nauseous constant urge vomit i get high fever chills every night feel terrible also i feel i lost appetite
Dengue,there rashes skin itch i touch i ’ feel good joints pain whole day at night i mild fever get chills i ’ sleep
Fungal infection,i raised lumps rash looks red inflamed discoloured areas skin different colours rest skin itching skin
Fungal infection,all body severe itching followed red bumpy rash my skin also darkened spots tiny nodular breakouts it happening several days becoming worse
Fungal infection,ive rash skin looks like dischromic patches i also lot nodular eruptions really bad itching during previous week become worse
Fungal infection,ive rash wont go away bothersome itching skin in addition ive seen colordifferent areas bumps resemble knots lumps skin
Fungal infection,i rash body i cant stop scratching skin itchy my skin also spots hue altered lumps knotlike pimples
Fungal infection,recently skin quite itchy i rash body my skin also spots hue altered lumps knotlike pimples
Fungal infection,my skin itching lot developing rash additionally i areas skin different hue rest additionally i firm pimples breakouts skin
Fungal infection,all body itching like crazy red areas additionally patches different tone natural skin and skin lumps pimples developed
Fungal infection,my skin acting recently becoming extremely itchy rashesprone additionally certain spots deviate natural skin tone terms hue and skin lumps bumps werent
Fungal infection,on arms legs i lot red pimples itchy skin my skin also oddlooking lesions and occasionally bumps somewhat uncomfortable
Fungal infection,i itchy skin lots red bumps arms legs there weird looking spots skin and sometimes bumps feel kind hard
Fungal infection,doctor i really itchy rash skin weird spots different color there also bumps skin look like little knots
Fungal infection,doctor my skin covered uncomfortable rash along odd patches different hue my skin also pimples resemble little knots
Fungal infection,i lots itchy spots skin sometimes turn red bumpy there also weird patches different colors rest skin sometimes i get weird bumps look like little balls
Fungal infection,my skin frequently develops itchy bumps occasionally turn red rough aside skin occasionally develops strange pimples resemble small balls odd spots different hue rest skin
Fungal infection,doctor i red rashes keep popping skin continuously itching in addition ive observed odd colordifferent spots skin well little nodules skin appear expanding
Fungal infection,i experiencing really intense itching body along redness bumps skin there also weird patches different colors rest skin sometimes i get nodules look like small bumps
Fungal infection,all body ive scratching much skin become red developed pimples additionally i occasionally get nodules resemble little pimples well strange patches different hue rest skin
Fungal infection,ive experiencing lot itching accompanied rash appears growing worse time there also certain areas skin different colours rest ive spotted several lumps resemble little nodes
Fungal infection,ive lot problems itching accompanied rash seems getting worse time there also patches skin different colors rest ive noticed bumps look like little nodes
Fungal infection,doctor my skin covered uncomfortable rash odd patches skin different colour there pimples skin resemble little knots
Fungal infection,ive itching lot accompanied rash looks getting worse time there also patches skin different colours rest skin well lumps resemble little nodes
Fungal infection,my skin acting lately becoming exceedingly itchy prone rashes furthermore several patches differ normal skin tone terms colour and i lumps bumps skin werent
Fungal infection,a rash appears developing throughout skin accompanying recent bouts intense itching discomfort on skin i also dischromic spots little lumps seem appearing everywhere
